# source=Ensembl BioMart hsapiens_gene_ensembl (with_mmusculus_homolog)
# orthology_type=ortholog_one2one; unique human/mouse symbols
# download_date=2026-08-09
# ensembl_host=www.ensembl.org (current at download)
human_symbol	human_ensembl	mouse_symbol	mouse_ensembl	orthology_type
HMGA2	ENSG00000149948	Hmga2	ENSMUSG00000056758	ortholog_one2one
BIN3	ENSG00000147439	Bin3	ENSMUSG00000022089	ortholog_one2one
RUNX3	ENSG00000020633	Runx3	ENSMUSG00000070691	ortholog_one2one
INHBA	ENSG00000122641	Inhba	ENSMUSG00000041324	ortholog_one2one
DNTTIP2	ENSG00000067334	Dnttip2	ENSMUSG00000039756	ortholog_one2one
KCNMA1	ENSG00000156113	Kcnma1	ENSMUSG00000063142	ortholog_one2one
PITPNM2	ENSG00000090975	Pitpnm2	ENSMUSG00000029406	ortholog_one2one
TMIGD3	ENSG00000121933	Tmigd3	ENSMUSG00000074344	ortholog_one2one
POLM	ENSG00000122678	Polm	ENSMUSG00000020474	ortholog_one2one
AP3D1	ENSG00000065000	Ap3d1	ENSMUSG00000020198	ortholog_one2one
P3R3URF	ENSG00000250719	P3r3urf	ENSMUSG00000078593	ortholog_one2one
COX7C	ENSG00000127184	Cox7c	ENSMUSG00000017778	ortholog_one2one
EPHA3	ENSG00000044524	Epha3	ENSMUSG00000052504	ortholog_one2one
ELAC2	ENSG00000006744	Elac2	ENSMUSG00000020549	ortholog_one2one
LRTM2	ENSG00000166159	Lrtm2	ENSMUSG00000055003	ortholog_one2one
GSDMD	ENSG00000104518	Gsdmd	ENSMUSG00000022575	ortholog_one2one
VPS13C	ENSG00000129003	Vps13c	ENSMUSG00000035284	ortholog_one2one
FCHO2	ENSG00000157107	Fcho2	ENSMUSG00000041685	ortholog_one2one
KLRG1	ENSG00000139187	Klrg1	ENSMUSG00000030114	ortholog_one2one
ZC2HC1B	ENSG00000118491	Zc2hc1b	ENSMUSG00000019815	ortholog_one2one
CFAP20DC	ENSG00000163689	Cfap20dc	ENSMUSG00000021747	ortholog_one2one
QNG1	ENSG00000165118	Qng1	ENSMUSG00000021550	ortholog_one2one
OAS2	ENSG00000111335	Oas2	ENSMUSG00000032690	ortholog_one2one
RSPH9	ENSG00000172426	Rsph9	ENSMUSG00000023966	ortholog_one2one
KDM8	ENSG00000155666	Kdm8	ENSMUSG00000030752	ortholog_one2one
CDKN2B	ENSG00000147883	Cdkn2b	ENSMUSG00000073802	ortholog_one2one
PIP5K1B	ENSG00000107242	Pip5k1b	ENSMUSG00000024867	ortholog_one2one
PRRC2A	ENSG00000204469	Prrc2a	ENSMUSG00000024393	ortholog_one2one
ESRRA	ENSG00000173153	Esrra	ENSMUSG00000024955	ortholog_one2one
KCNJ8	ENSG00000121361	Kcnj8	ENSMUSG00000030247	ortholog_one2one
CNNM2	ENSG00000148842	Cnnm2	ENSMUSG00000064105	ortholog_one2one
ZNF251	ENSG00000198169	Zfp251	ENSMUSG00000022526	ortholog_one2one
CYP26A1	ENSG00000095596	Cyp26a1	ENSMUSG00000024987	ortholog_one2one
KRT75	ENSG00000170454	Krt75	ENSMUSG00000022986	ortholog_one2one
XPO6	ENSG00000169180	Xpo6	ENSMUSG00000000131	ortholog_one2one
SEC23A	ENSG00000100934	Sec23a	ENSMUSG00000020986	ortholog_one2one
ARAP2	ENSG00000047365	Arap2	ENSMUSG00000037999	ortholog_one2one
KICS2	ENSG00000174206	Kics2	ENSMUSG00000053684	ortholog_one2one
POLR3A	ENSG00000148606	Polr3a	ENSMUSG00000025280	ortholog_one2one
HDAC3	ENSG00000171720	Hdac3	ENSMUSG00000024454	ortholog_one2one
NXPE3	ENSG00000144815	Nxpe3	ENSMUSG00000075033	ortholog_one2one
SNTB1	ENSG00000172164	Sntb1	ENSMUSG00000060429	ortholog_one2one
CYP21A2	ENSG00000231852	Cyp21a1	ENSMUSG00000024365	ortholog_one2one
TSPAN8	ENSG00000127324	Tspan8	ENSMUSG00000034127	ortholog_one2one
RHOC	ENSG00000155366	Rhoc	ENSMUSG00000002233	ortholog_one2one
NEDD4	ENSG00000069869	Nedd4	ENSMUSG00000032216	ortholog_one2one
FBXO43	ENSG00000156509	Fbxo43	ENSMUSG00000048230	ortholog_one2one
ADCY8	ENSG00000155897	Adcy8	ENSMUSG00000022376	ortholog_one2one
TRIM44	ENSG00000166326	Trim44	ENSMUSG00000027189	ortholog_one2one
RIF1	ENSG00000080345	Rif1	ENSMUSG00000036202	ortholog_one2one
KIF20B	ENSG00000138182	Kif20b	ENSMUSG00000024795	ortholog_one2one
ANK1	ENSG00000029534	Ank1	ENSMUSG00000031543	ortholog_one2one
LYZL4	ENSG00000157093	Lyzl4	ENSMUSG00000032530	ortholog_one2one
PKNOX2	ENSG00000165495	Pknox2	ENSMUSG00000035934	ortholog_one2one
CEP290	ENSG00000198707	Cep290	ENSMUSG00000019971	ortholog_one2one
FERMT2	ENSG00000073712	Fermt2	ENSMUSG00000037712	ortholog_one2one
NDUFA8	ENSG00000119421	Ndufa8	ENSMUSG00000026895	ortholog_one2one
FGFBP3	ENSG00000174721	Fgfbp3	ENSMUSG00000047632	ortholog_one2one
AP3M1	ENSG00000185009	Ap3m1	ENSMUSG00000021824	ortholog_one2one
EXOSC3	ENSG00000107371	Exosc3	ENSMUSG00000028322	ortholog_one2one
MCCC1	ENSG00000078070	Mccc1	ENSMUSG00000027709	ortholog_one2one
LAT2	ENSG00000086730	Lat2	ENSMUSG00000040751	ortholog_one2one
SEC24B	ENSG00000138802	Sec24b	ENSMUSG00000001052	ortholog_one2one
SESN1	ENSG00000080546	Sesn1	ENSMUSG00000038332	ortholog_one2one
HACD4	ENSG00000188921	Hacd4	ENSMUSG00000028497	ortholog_one2one
BIRC3	ENSG00000023445	Birc3	ENSMUSG00000032000	ortholog_one2one
SNX29	ENSG00000048471	Snx29	ENSMUSG00000071669	ortholog_one2one
VCP	ENSG00000165280	Vcp	ENSMUSG00000028452	ortholog_one2one
RBM24	ENSG00000112183	Rbm24	ENSMUSG00000038132	ortholog_one2one
BBC3	ENSG00000105327	Bbc3	ENSMUSG00000002083	ortholog_one2one
TRHDE	ENSG00000072657	Trhde	ENSMUSG00000050663	ortholog_one2one
CFAP58	ENSG00000120051	Cfap58	ENSMUSG00000046585	ortholog_one2one
DDX50	ENSG00000107625	Ddx50	ENSMUSG00000020076	ortholog_one2one
NRIP2	ENSG00000053702	Nrip2	ENSMUSG00000001520	ortholog_one2one
HSF1	ENSG00000185122	Hsf1	ENSMUSG00000022556	ortholog_one2one
ELOVL7	ENSG00000164181	Elovl7	ENSMUSG00000021696	ortholog_one2one
ZBTB12	ENSG00000204366	Zbtb12	ENSMUSG00000049823	ortholog_one2one
SDHAF4	ENSG00000154079	Sdhaf4	ENSMUSG00000026154	ortholog_one2one
ANKLE2	ENSG00000176915	Ankle2	ENSMUSG00000029501	ortholog_one2one
PERP	ENSG00000112378	Perp	ENSMUSG00000019851	ortholog_one2one
POP4	ENSG00000105171	Pop4	ENSMUSG00000030423	ortholog_one2one
C5orf46	ENSG00000178776	Gm94	ENSMUSG00000071858	ortholog_one2one
HCRTR2	ENSG00000137252	Hcrtr2	ENSMUSG00000032360	ortholog_one2one
GPANK1	ENSG00000204438	Gpank1	ENSMUSG00000092417	ortholog_one2one
RTF1	ENSG00000137815	Rtf1	ENSMUSG00000027304	ortholog_one2one
SAR1B	ENSG00000152700	Sar1b	ENSMUSG00000020386	ortholog_one2one
MYOCD	ENSG00000141052	Myocd	ENSMUSG00000020542	ortholog_one2one
PPM1A	ENSG00000100614	Ppm1a	ENSMUSG00000021096	ortholog_one2one
CRX	ENSG00000105392	Crx	ENSMUSG00000041578	ortholog_one2one
SPG11	ENSG00000104133	Spg11	ENSMUSG00000033396	ortholog_one2one
CFAP69	ENSG00000105792	Cfap69	ENSMUSG00000040473	ortholog_one2one
LYL1	ENSG00000104903	Lyl1	ENSMUSG00000034041	ortholog_one2one
CD9	ENSG00000010278	Cd9	ENSMUSG00000030342	ortholog_one2one
MUC16	ENSG00000181143	Muc16	ENSMUSG00000109564	ortholog_one2one
EXO1	ENSG00000174371	Exo1	ENSMUSG00000039748	ortholog_one2one
WNK4	ENSG00000126562	Wnk4	ENSMUSG00000035112	ortholog_one2one
ZNF558	ENSG00000167785	Zfp558	ENSMUSG00000074500	ortholog_one2one
EZR	ENSG00000092820	Ezr	ENSMUSG00000052397	ortholog_one2one
CTNS	ENSG00000040531	Ctns	ENSMUSG00000005949	ortholog_one2one
SMPD4	ENSG00000136699	Smpd4	ENSMUSG00000005899	ortholog_one2one
MIOS	ENSG00000164654	Mios	ENSMUSG00000042447	ortholog_one2one
PCDHGA10	ENSG00000253846	Pcdhga10	ENSMUSG00000102222	ortholog_one2one
RANBP17	ENSG00000204764	Ranbp17	ENSMUSG00000040594	ortholog_one2one
PGM2L1	ENSG00000165434	Pgm2l1	ENSMUSG00000030729	ortholog_one2one
MAPK8IP3	ENSG00000138834	Mapk8ip3	ENSMUSG00000024163	ortholog_one2one
MSI1	ENSG00000135097	Msi1	ENSMUSG00000054256	ortholog_one2one
S100A13	ENSG00000189171	S100a13	ENSMUSG00000042312	ortholog_one2one
ZNF32	ENSG00000169740	Zfp637	ENSMUSG00000059689	ortholog_one2one
ABCA1	ENSG00000165029	Abca1	ENSMUSG00000015243	ortholog_one2one
TRMT9B	ENSG00000250305	Trmt9b	ENSMUSG00000039620	ortholog_one2one
UEVLD	ENSG00000151116	Uevld	ENSMUSG00000043262	ortholog_one2one
C4orf36	ENSG00000163633	1700016H13Rik	ENSMUSG00000029320	ortholog_one2one
MANSC1	ENSG00000111261	Mansc1	ENSMUSG00000032718	ortholog_one2one
OPTN	ENSG00000123240	Optn	ENSMUSG00000026672	ortholog_one2one
FAM229B	ENSG00000203778	Fam229b	ENSMUSG00000051736	ortholog_one2one
P2RX2	ENSG00000187848	P2rx2	ENSMUSG00000029503	ortholog_one2one
ZNF746	ENSG00000181220	Zfp746	ENSMUSG00000057691	ortholog_one2one
CFAP126	ENSG00000188931	Cfap126	ENSMUSG00000026649	ortholog_one2one
SCGN	ENSG00000079689	Scgn	ENSMUSG00000021337	ortholog_one2one
SPMIP8	ENSG00000159648	Spmip8	ENSMUSG00000090206	ortholog_one2one
GJB4	ENSG00000189433	Gjb4	ENSMUSG00000046623	ortholog_one2one
SLC7A2	ENSG00000003989	Slc7a2	ENSMUSG00000031596	ortholog_one2one
PDS5A	ENSG00000121892	Pds5a	ENSMUSG00000029202	ortholog_one2one
ING3	ENSG00000071243	Ing3	ENSMUSG00000029670	ortholog_one2one
TMEM106A	ENSG00000184988	Tmem106a	ENSMUSG00000034947	ortholog_one2one
TAPBP	ENSG00000231925	Tapbp	ENSMUSG00000024308	ortholog_one2one
ALS2CL	ENSG00000178038	Als2cl	ENSMUSG00000044037	ortholog_one2one
NEMF	ENSG00000165525	Nemf	ENSMUSG00000020982	ortholog_one2one
TMEM221	ENSG00000188051	Tmem221	ENSMUSG00000043664	ortholog_one2one
CREBRF	ENSG00000164463	Crebrf	ENSMUSG00000048249	ortholog_one2one
IGSF23	ENSG00000216588	Igsf23	ENSMUSG00000040498	ortholog_one2one
MYO19	ENSG00000278259	Myo19	ENSMUSG00000020527	ortholog_one2one
WDR72	ENSG00000166415	Wdr72	ENSMUSG00000044976	ortholog_one2one
FOXJ3	ENSG00000198815	Foxj3	ENSMUSG00000032998	ortholog_one2one
MYMK	ENSG00000187616	Mymk	ENSMUSG00000009214	ortholog_one2one
ARHGAP45	ENSG00000180448	Arhgap45	ENSMUSG00000035697	ortholog_one2one
IL33	ENSG00000137033	Il33	ENSMUSG00000024810	ortholog_one2one
FAM3C	ENSG00000196937	Fam3c	ENSMUSG00000029672	ortholog_one2one
HAGHL	ENSG00000103253	Haghl	ENSMUSG00000061046	ortholog_one2one
WDR41	ENSG00000164253	Wdr41	ENSMUSG00000042015	ortholog_one2one
CCDC91	ENSG00000123106	Ccdc91	ENSMUSG00000030301	ortholog_one2one
MELK	ENSG00000165304	Melk	ENSMUSG00000035683	ortholog_one2one
KCNK1	ENSG00000135750	Kcnk1	ENSMUSG00000033998	ortholog_one2one
GDAP1	ENSG00000104381	Gdap1	ENSMUSG00000025777	ortholog_one2one
DPF3	ENSG00000205683	Dpf3	ENSMUSG00000021221	ortholog_one2one
SPRED1	ENSG00000166068	Spred1	ENSMUSG00000027351	ortholog_one2one
CD320	ENSG00000167775	Cd320	ENSMUSG00000002308	ortholog_one2one
MARK2	ENSG00000072518	Mark2	ENSMUSG00000024969	ortholog_one2one
MBLAC1	ENSG00000214309	Mblac1	ENSMUSG00000049285	ortholog_one2one
AMFR	ENSG00000159461	Amfr	ENSMUSG00000031751	ortholog_one2one
RTCA	ENSG00000137996	Rtca	ENSMUSG00000000339	ortholog_one2one
SKAP2	ENSG00000005020	Skap2	ENSMUSG00000059182	ortholog_one2one
CD164	ENSG00000135535	Cd164	ENSMUSG00000019818	ortholog_one2one
RNF212B	ENSG00000215277	Rnf212b	ENSMUSG00000112858	ortholog_one2one
TRPA1	ENSG00000104321	Trpa1	ENSMUSG00000032769	ortholog_one2one
FBL	ENSG00000105202	Fbl	ENSMUSG00000046865	ortholog_one2one
DNAJA4	ENSG00000140403	Dnaja4	ENSMUSG00000032285	ortholog_one2one
TRIP11	ENSG00000100815	Trip11	ENSMUSG00000021188	ortholog_one2one
UBE2N	ENSG00000177889	Ube2n	ENSMUSG00000074781	ortholog_one2one
CFAP141	ENSG00000163263	Cfap141	ENSMUSG00000118506	ortholog_one2one
DNAAF11	ENSG00000129295	Dnaaf11	ENSMUSG00000022375	ortholog_one2one
SPP2	ENSG00000072080	Spp2	ENSMUSG00000026295	ortholog_one2one
ISOC1	ENSG00000066583	Isoc1	ENSMUSG00000024601	ortholog_one2one
NTAN1	ENSG00000157045	Ntan1	ENSMUSG00000022681	ortholog_one2one
DDX41	ENSG00000183258	Ddx41	ENSMUSG00000021494	ortholog_one2one
NCALD	ENSG00000104490	Ncald	ENSMUSG00000051359	ortholog_one2one
COPS6	ENSG00000168090	Cops6	ENSMUSG00000019494	ortholog_one2one
TMEM170B	ENSG00000205269	Tmem170b	ENSMUSG00000087370	ortholog_one2one
IBTK	ENSG00000005700	Ibtk	ENSMUSG00000035941	ortholog_one2one
TM2D3	ENSG00000184277	Tm2d3	ENSMUSG00000078681	ortholog_one2one
ZNF653	ENSG00000161914	Zfp653	ENSMUSG00000038895	ortholog_one2one
CKLF	ENSG00000217555	Cklf	ENSMUSG00000054400	ortholog_one2one
KCNH6	ENSG00000173826	Kcnh6	ENSMUSG00000001901	ortholog_one2one
NGB	ENSG00000165553	Ngb	ENSMUSG00000021032	ortholog_one2one
NKAIN3	ENSG00000185942	Nkain3	ENSMUSG00000055761	ortholog_one2one
TTC6	ENSG00000139865	Ttc6	ENSMUSG00000046782	ortholog_one2one
ETV2	ENSG00000105672	Etv2	ENSMUSG00000006311	ortholog_one2one
CNEP1R1	ENSG00000205423	Cnep1r1	ENSMUSG00000036810	ortholog_one2one
PPIP5K1	ENSG00000168781	Ppip5k1	ENSMUSG00000033526	ortholog_one2one
TP73	ENSG00000078900	Trp73	ENSMUSG00000029026	ortholog_one2one
PRKAR2A	ENSG00000114302	Prkar2a	ENSMUSG00000032601	ortholog_one2one
CENPK	ENSG00000123219	Cenpk	ENSMUSG00000021714	ortholog_one2one
CCT4	ENSG00000115484	Cct4	ENSMUSG00000007739	ortholog_one2one
FBXO27	ENSG00000161243	Fbxo27	ENSMUSG00000037463	ortholog_one2one
KCNH4	ENSG00000089558	Kcnh4	ENSMUSG00000035355	ortholog_one2one
TOX4	ENSG00000092203	Tox4	ENSMUSG00000016831	ortholog_one2one
TMEM97	ENSG00000109084	Tmem97	ENSMUSG00000037278	ortholog_one2one
CLEC11A	ENSG00000105472	Clec11a	ENSMUSG00000004473	ortholog_one2one
ZNF205	ENSG00000122386	Zfp13	ENSMUSG00000062012	ortholog_one2one
CRTC1	ENSG00000105662	Crtc1	ENSMUSG00000003575	ortholog_one2one
RPS6KB1	ENSG00000108443	Rps6kb1	ENSMUSG00000020516	ortholog_one2one
NUTM1	ENSG00000184507	Nutm1	ENSMUSG00000041358	ortholog_one2one
MORF4L1	ENSG00000185787	Morf4l1	ENSMUSG00000062270	ortholog_one2one
RNF212	ENSG00000178222	Rnf212	ENSMUSG00000055385	ortholog_one2one
SIAH2	ENSG00000181788	Siah2	ENSMUSG00000036432	ortholog_one2one
GIMAP8	ENSG00000171115	Gimap8	ENSMUSG00000064262	ortholog_one2one
GSPT1	ENSG00000103342	Gspt1	ENSMUSG00000062203	ortholog_one2one
ELOC	ENSG00000154582	Eloc	ENSMUSG00000079658	ortholog_one2one
PLAAT1	ENSG00000127252	Plaat1	ENSMUSG00000022525	ortholog_one2one
MYL10	ENSG00000106436	Myl10	ENSMUSG00000005474	ortholog_one2one
PACS2	ENSG00000179364	Pacs2	ENSMUSG00000021143	ortholog_one2one
ZBTB45	ENSG00000119574	Zbtb45	ENSMUSG00000049600	ortholog_one2one
FMNL3	ENSG00000161791	Fmnl3	ENSMUSG00000023008	ortholog_one2one
ELMO1	ENSG00000155849	Elmo1	ENSMUSG00000041112	ortholog_one2one
SLC6A17	ENSG00000197106	Slc6a17	ENSMUSG00000027894	ortholog_one2one
TPRN	ENSG00000176058	Tprn	ENSMUSG00000048707	ortholog_one2one
PCDHGA12	ENSG00000253159	Pcdhga12	ENSMUSG00000102428	ortholog_one2one
SPOCK3	ENSG00000196104	Spock3	ENSMUSG00000054162	ortholog_one2one
OSCAR	ENSG00000170909	Oscar	ENSMUSG00000054594	ortholog_one2one
SDHAF2	ENSG00000167985	Sdhaf2	ENSMUSG00000024668	ortholog_one2one
TXN	ENSG00000136810	Txn1	ENSMUSG00000028367	ortholog_one2one
PCOLCE2	ENSG00000163710	Pcolce2	ENSMUSG00000015354	ortholog_one2one
SLC35A4	ENSG00000176087	Slc35a4	ENSMUSG00000033272	ortholog_one2one
AHRR	ENSG00000063438	Ahrr	ENSMUSG00000021575	ortholog_one2one
PRR16	ENSG00000184838	Prr16	ENSMUSG00000073565	ortholog_one2one
TFPT	ENSG00000105619	Tfpt	ENSMUSG00000006335	ortholog_one2one
PLGRKT	ENSG00000107020	Plgrkt	ENSMUSG00000016495	ortholog_one2one
SRPRA	ENSG00000182934	Srpra	ENSMUSG00000032042	ortholog_one2one
TNPO1	ENSG00000083312	Tnpo1	ENSMUSG00000009470	ortholog_one2one
SLC45A3	ENSG00000158715	Slc45a3	ENSMUSG00000026435	ortholog_one2one
DPYSL5	ENSG00000157851	Dpysl5	ENSMUSG00000029168	ortholog_one2one
ILF3	ENSG00000129351	Ilf3	ENSMUSG00000032178	ortholog_one2one
DENND10	ENSG00000119979	Dennd10	ENSMUSG00000024993	ortholog_one2one
IFT122	ENSG00000163913	Ift122	ENSMUSG00000030323	ortholog_one2one
UBAP2	ENSG00000137073	Ubap2	ENSMUSG00000028433	ortholog_one2one
ST3GAL2	ENSG00000157350	St3gal2	ENSMUSG00000031749	ortholog_one2one
DYNLT5	ENSG00000152760	Dynlt5	ENSMUSG00000028523	ortholog_one2one
ATF1	ENSG00000123268	Atf1	ENSMUSG00000023027	ortholog_one2one
TPD52	ENSG00000076554	Tpd52	ENSMUSG00000027506	ortholog_one2one
GLS	ENSG00000115419	Gls	ENSMUSG00000026103	ortholog_one2one
GOLT1A	ENSG00000174567	Golt1a	ENSMUSG00000103421	ortholog_one2one
DLAT	ENSG00000150768	Dlat	ENSMUSG00000000168	ortholog_one2one
CSNK2A2	ENSG00000070770	Csnk2a2	ENSMUSG00000046707	ortholog_one2one
RARRES2	ENSG00000106538	Rarres2	ENSMUSG00000009281	ortholog_one2one
ZRANB1	ENSG00000019995	Zranb1	ENSMUSG00000030967	ortholog_one2one
RPS8	ENSG00000142937	Rps8	ENSMUSG00000047675	ortholog_one2one
BBS7	ENSG00000138686	Bbs7	ENSMUSG00000037325	ortholog_one2one
PLEKHS1	ENSG00000148735	Plekhs1	ENSMUSG00000035818	ortholog_one2one
SNX20	ENSG00000167208	Snx20	ENSMUSG00000031662	ortholog_one2one
MON2	ENSG00000061987	Mon2	ENSMUSG00000034602	ortholog_one2one
EPN2	ENSG00000072134	Epn2	ENSMUSG00000001036	ortholog_one2one
RBM20	ENSG00000203867	Rbm20	ENSMUSG00000043639	ortholog_one2one
KGD4	ENSG00000134056	Mrps36	ENSMUSG00000061474	ortholog_one2one
DNAJA3	ENSG00000103423	Dnaja3	ENSMUSG00000004069	ortholog_one2one
TYRO3	ENSG00000092445	Tyro3	ENSMUSG00000027298	ortholog_one2one
CHST15	ENSG00000182022	Chst15	ENSMUSG00000030930	ortholog_one2one
GUCA1A	ENSG00000048545	Guca1a	ENSMUSG00000023982	ortholog_one2one
GLRX	ENSG00000173221	Glrx	ENSMUSG00000021591	ortholog_one2one
C8orf90	ENSG00000226490	Gm6569	ENSMUSG00000086361	ortholog_one2one
SEC63	ENSG00000025796	Sec63	ENSMUSG00000019802	ortholog_one2one
NSD3	ENSG00000147548	Nsd3	ENSMUSG00000054823	ortholog_one2one
AKAP19	ENSG00000187699	1700019D03Rik	ENSMUSG00000043629	ortholog_one2one
DTX4	ENSG00000110042	Dtx4	ENSMUSG00000039982	ortholog_one2one
GHRHR	ENSG00000106128	Ghrhr	ENSMUSG00000004654	ortholog_one2one
CCDC158	ENSG00000163749	Ccdc158	ENSMUSG00000050050	ortholog_one2one
VDAC1	ENSG00000213585	Vdac1	ENSMUSG00000020402	ortholog_one2one
DAPK1	ENSG00000196730	Dapk1	ENSMUSG00000021559	ortholog_one2one
MYO7A	ENSG00000137474	Myo7a	ENSMUSG00000030761	ortholog_one2one
DGKI	ENSG00000157680	Dgki	ENSMUSG00000038665	ortholog_one2one
RPS3A	ENSG00000145425	Rps3a1	ENSMUSG00000028081	ortholog_one2one
ZRANB3	ENSG00000121988	Zranb3	ENSMUSG00000036086	ortholog_one2one
ZNF503	ENSG00000165655	Zfp503	ENSMUSG00000039081	ortholog_one2one
PWWP2B	ENSG00000171813	Pwwp2b	ENSMUSG00000060260	ortholog_one2one
SNX27	ENSG00000143376	Snx27	ENSMUSG00000028136	ortholog_one2one
NOLC1	ENSG00000166197	Nolc1	ENSMUSG00000015176	ortholog_one2one
RHOA	ENSG00000067560	Rhoa	ENSMUSG00000007815	ortholog_one2one
GNA12	ENSG00000146535	Gna12	ENSMUSG00000000149	ortholog_one2one
VAC14	ENSG00000103043	Vac14	ENSMUSG00000010936	ortholog_one2one
LMTK2	ENSG00000164715	Lmtk2	ENSMUSG00000038970	ortholog_one2one
ZNF35	ENSG00000169981	Zfp105	ENSMUSG00000057895	ortholog_one2one
ALKBH5	ENSG00000091542	Alkbh5	ENSMUSG00000042650	ortholog_one2one
LPCAT4	ENSG00000176454	Lpcat4	ENSMUSG00000027134	ortholog_one2one
YTHDF3	ENSG00000185728	Ythdf3	ENSMUSG00000047213	ortholog_one2one
SERPINE1	ENSG00000106366	Serpine1	ENSMUSG00000037411	ortholog_one2one
ARHGEF3	ENSG00000163947	Arhgef3	ENSMUSG00000021895	ortholog_one2one
ELMOD2	ENSG00000179387	Elmod2	ENSMUSG00000035151	ortholog_one2one
GNRH1	ENSG00000147437	Gnrh1	ENSMUSG00000015812	ortholog_one2one
LSM8	ENSG00000128534	Lsm8	ENSMUSG00000044155	ortholog_one2one
DDHD2	ENSG00000085788	Ddhd2	ENSMUSG00000061313	ortholog_one2one
TEN1	ENSG00000257949	Ten1	ENSMUSG00000020778	ortholog_one2one
KIF5B	ENSG00000170759	Kif5b	ENSMUSG00000006740	ortholog_one2one
GFM2	ENSG00000164347	Gfm2	ENSMUSG00000021666	ortholog_one2one
CRYGN	ENSG00000127377	Crygn	ENSMUSG00000038135	ortholog_one2one
ACTG2	ENSG00000163017	Actg2	ENSMUSG00000059430	ortholog_one2one
CLK3	ENSG00000179335	Clk3	ENSMUSG00000032316	ortholog_one2one
ECHDC1	ENSG00000093144	Echdc1	ENSMUSG00000019883	ortholog_one2one
CWC25	ENSG00000273559	Cwc25	ENSMUSG00000018541	ortholog_one2one
AEBP1	ENSG00000106624	Aebp1	ENSMUSG00000020473	ortholog_one2one
KIAA0232	ENSG00000170871	D5Ertd579e	ENSMUSG00000029190	ortholog_one2one
NUBP2	ENSG00000095906	Nubp2	ENSMUSG00000039183	ortholog_one2one
AADAT	ENSG00000109576	Aadat	ENSMUSG00000057228	ortholog_one2one
SLC46A1	ENSG00000076351	Slc46a1	ENSMUSG00000020829	ortholog_one2one
ZSCAN22	ENSG00000182318	Zscan22	ENSMUSG00000054715	ortholog_one2one
RHOG	ENSG00000177105	Rhog	ENSMUSG00000073982	ortholog_one2one
PADI1	ENSG00000142623	Padi1	ENSMUSG00000025329	ortholog_one2one
PIGW	ENSG00000277161	Pigw	ENSMUSG00000045140	ortholog_one2one
MYO1D	ENSG00000176658	Myo1d	ENSMUSG00000035441	ortholog_one2one
LRRC9	ENSG00000131951	Lrrc9	ENSMUSG00000021090	ortholog_one2one
C8orf33	ENSG00000182307	1110038F14Rik	ENSMUSG00000063236	ortholog_one2one
MYOG	ENSG00000122180	Myog	ENSMUSG00000026459	ortholog_one2one
CD151	ENSG00000177697	Cd151	ENSMUSG00000025510	ortholog_one2one
B3GALNT1	ENSG00000169255	B3galnt1	ENSMUSG00000043300	ortholog_one2one
OPN3	ENSG00000054277	Opn3	ENSMUSG00000026525	ortholog_one2one
SOS2	ENSG00000100485	Sos2	ENSMUSG00000034801	ortholog_one2one
RAC1	ENSG00000136238	Rac1	ENSMUSG00000001847	ortholog_one2one
BMP10	ENSG00000163217	Bmp10	ENSMUSG00000030046	ortholog_one2one
IRF8	ENSG00000140968	Irf8	ENSMUSG00000041515	ortholog_one2one
OSR1	ENSG00000143867	Osr1	ENSMUSG00000048387	ortholog_one2one
FAM135B	ENSG00000147724	Fam135b	ENSMUSG00000036800	ortholog_one2one
MRS2	ENSG00000124532	Mrs2	ENSMUSG00000021339	ortholog_one2one
CCN1	ENSG00000142871	Ccn1	ENSMUSG00000028195	ortholog_one2one
PCGF3	ENSG00000185619	Pcgf3	ENSMUSG00000033623	ortholog_one2one
NSMAF	ENSG00000035681	Nsmaf	ENSMUSG00000028245	ortholog_one2one
YPEL3	ENSG00000090238	Ypel3	ENSMUSG00000042675	ortholog_one2one
PLXNA4	ENSG00000221866	Plxna4	ENSMUSG00000029765	ortholog_one2one
ATAD1	ENSG00000138138	Atad1	ENSMUSG00000013662	ortholog_one2one
CLIP4	ENSG00000115295	Clip4	ENSMUSG00000024059	ortholog_one2one
RAB19	ENSG00000146955	Rab19	ENSMUSG00000029923	ortholog_one2one
SSBP3	ENSG00000157216	Ssbp3	ENSMUSG00000061887	ortholog_one2one
IL27	ENSG00000197272	Il27	ENSMUSG00000044701	ortholog_one2one
ZC3H10	ENSG00000135482	Zc3h10	ENSMUSG00000039810	ortholog_one2one
BRAF	ENSG00000157764	Braf	ENSMUSG00000002413	ortholog_one2one
NME3	ENSG00000103024	Nme3	ENSMUSG00000073435	ortholog_one2one
ITPK1	ENSG00000100605	Itpk1	ENSMUSG00000057963	ortholog_one2one
ANKRD33B	ENSG00000164236	Ankrd33b	ENSMUSG00000022237	ortholog_one2one
NXN	ENSG00000167693	Nxn	ENSMUSG00000020844	ortholog_one2one
PDZRN4	ENSG00000165966	Pdzrn4	ENSMUSG00000036218	ortholog_one2one
CRHBP	ENSG00000145708	Crhbp	ENSMUSG00000021680	ortholog_one2one
ARRDC4	ENSG00000140450	Arrdc4	ENSMUSG00000042659	ortholog_one2one
BFAR	ENSG00000103429	Bfar	ENSMUSG00000022684	ortholog_one2one
FAM117A	ENSG00000121104	Fam117a	ENSMUSG00000038893	ortholog_one2one
